"linenumber","speaker","statement","time"
"1517","WALLACE","All right, Mr.-","32min04sec"
"1520","TRUMP","What is peaceful protest? When they run through the middle of the town-","32min05sec"
"1523","WALLACE","President Trump-","32min08sec"
"1526","TRUMP","… and burn down your stores and kill people all over the place- [crosstalk 00:32:14].","32min09sec"
"1529","BIDEN","That is not peaceful protest.","32min11sec"
"1532","TRUMP","No it’s not, but you say it is.","32min13sec"
"1535","WALLACE","President Trump, I’d like to continue with the issue of race. I promise we’re going to get to the issue of law and order in a moment.","32min15sec"
"1538","TRUMP","Fine.","32min21sec"
"1541","WALLACE","This month, your administration directed federal agencies to end racial sensitivity training that addresses white privilege or critical race theory. Why did you decide to do that, to end racial sensitivity training? And do you believe that there is systemic racism in this country, sir?","32min21sec"
"1544","TRUMP","I ended it because it’s racist. I ended it because a lot of people were complaining that they were asked to do things that were absolutely insane. That it a radical revolution that was taking place in our military, in our schools, all over the place. And you know it, and so does everybody else. And he would know it- [crosstalk 00:33:02]","32min42sec"
"1547","WALLACE","What is radical about racial sensitivity training?","33min02sec"
"1550","TRUMP","If you were a certain person, you had no status in life. It was sort of a reversal. And if you look at the people, we were paying people hundreds of thousands of dollars to teach very bad ideas and frankly, very sick ideas. And really, they were teaching people to hate our country And I’m not going to do that. I’m not going to allow that to happen. We have to go back to the core values of this country. They were teaching people that our country is a horrible place. It’s a racist place. And they were teaching people to hate our country. And I’m not going to allow that to happen.","33min05sec"
"1553","WALLACE","Vice President Biden.","33min38sec"
"1556","BIDEN","Nobody’s doing that. He’s the racist.","33min39sec"
"1559","TRUMP","You just don’t know.","33min42sec"
"1562","BIDEN","Here’s the deal. I know a lot more about this- [crosstalk 00:15:43].","33min43sec"
"1565","WALLACE","Let him finish.","33min45sec"
"1568","BIDEN","The fact is that there is racial insensitivity. People have to be made aware of what other people feel like, what insults them, what is demeaning to them. It’s important people know. Many people don’t want to hurt other people’s feelings, but it makes a big difference. It makes a gigantic difference in the way a child is able to grow up and have a sense of self-esteem. It’s a little bit like how this guy and his friends look down on so many people. They look down their nose on people like Irish Catholics, like me, who grow up in Scranton. They look down on people who don’t have money. They look down on people who are of a different faith. They looked down on people who are a different color. In fact, we’re all Americans. The only way we’re going to bring this country together is bring everybody together. There’s nothing we cannot do, if we do it together. We can take this on and we can defeat racism in American.","33min47sec"
"1571","WALLACE","Vice President… I mean, President Trump, sir.","34min41sec"
"1574","TRUMP","During the Obama-Biden administration, there was tremendous division. There was hatred. You look at Ferguson, you look at, or you go to very… Many places, look at Oakland. Look what happened in Oakland. Look what happened in Baltimore. Look what happened… Frankly, it was more violent than what I’m even seeing now.","34min43sec"
"1577","BIDEN","Oh my Lord.","35min01sec"
"1580","TRUMP","But the reason-","35min01sec"
"1583","BIDEN","This is ridiculous.","35min02sec"
"1586","TRUMP","… is that the Democrats that run these cities-","35min03sec"
"1589","BIDEN","Absolutely ridiculous.","35min05sec"
"1592","TRUMP","… don’t want to talk, like you, about law and order.","35min06sec"
"1595","BIDEN","Violent crime-","35min08sec"
"1598","TRUMP","And you still haven’t mentioned. Are you in favor of law and order?","35min09sec"
"1601","BIDEN","I’m in favor of law. You- [crosstalk 00:35:15].","35min12sec"
"1604","TRUMP","Are you in favor of law and order? [crosstalk 00:35:17]","35min14sec"
"1607","WALLACE","You asked a question, let him finish. [crosstalk 00:35:18] Let him answer.","35min16sec"
"1610","BIDEN","Law and order with justice, where people get treated fairly.","35min20sec"
"1613","TRUMP","Okay.","35min23sec"
"1616","BIDEN","And the fact of the matter is, violent crime went down 17%, 15% in our administration. It’s gone up on his watch.","35min24sec"
"1619","TRUMP","It went down much more in ours.","35min31sec"
"1622","WALLACE","All right, we’re done- [crosstalk 00:35:35] Mr. President, you’re going to be very happy because we’re now going to talk about law and order.","35min33sec"
"1625","TRUMP","The places we had trouble were democratic run cities-","35min41sec"
"1628","WALLACE","That’s exactly my question. There has been a dramatic increase in homicides in America this summer particularly, and you often blame that on democratic mayors and democratic governors. But in fact, there have been equivalent spikes in Republican led cities, like Tulsa and Fort Worth. So the question is, is this really a…","35min44sec"
"1631","WALLACE","It’s like Tulsa and Fort worth. So the question is, is this really a party issue?","36min03sec"
"1634","TRUMP","I think as a party issue, you can bring in a couple of examples but if you look at Chicago, what’s going on in Chicago where a 53 people were shot and eight died shot, if you look at New York where it’s going up, like nobody’s ever seen anything. The numbers are going up a 100%, 150%, 200% crime, it is crazy what’s going on and he doesn’t want to say law and order because he can’t because he’ll lose his radical left supporters and once he does that, it’s over with. But if he ever got to run this country and they ran it the way he would want to run it, we would have by the way our suburbs would be gone. And you would see problems like you’ve never seen before.","36min05sec"
"1637","BIDEN","He wouldn’t know a suburb unless you took a wrong turn.","36min45sec"
"1640","TRUMP","Oh, I know suburbs so much that you.","36min47sec"
"1643","WALLACE","Gentlemen wait a minute.","36min48sec"
"1646","BIDEN","I was raised in the suburbs. This is not 1950. All these dog whistles and racism don’t work anymore. Suburbs are by and large integrated. There’s many people today driving their kids to soccer practice and/or black and white and Hispanic in the same car as there have been any time in the past, what really is a threat to the suburbs and their safety is his failure to deal with COVID. They’re dying in the suburbs. His failure to deal with the environment, they’re being flooded, they’re being burned out because his refusal to do anything. That’s why the suburbs are in trouble.","36min50sec"
"1649","WALLACE","I do want to talk about this issue of law and order though. And in the joint recommendation that came from the Biden-Bernie Sanders task force, you talked about quote re-imagining policing. First of all, what does re-imagining policing mean and do you support? If I might finish the question, what does re-imagining policing mean and do you support the Black Lives Matter call for community control of policing?","37min23sec"
"1652","BIDEN","Look, what I support are the police having the opportunity to deal with the problems they face and I’m totally opposed to defunding the police offices. As a matter of fact police, local police, the only one defunding in his budget calls for a $400 million cut in local law enforcement assistance. They need more assistance. They need when they show up for a 9-11 call to have someone with them as a psychologist or psychiatrist to keep them from having to use force and be able to talk people down. We have to have community policing like we had before where the officers get to know the people in the communities. That’s when crime went down, it didn’t go up. It went down. And so we have to be…","37min54sec"
"1655","TRUMP","That’s not what they are talking about this. That’s not what it is about. He’s talking about defunding the police.","38min35sec"
"1658","BIDEN","That is not true.","38min39sec"
"1661","TRUMP","He doesn’t have any law support. He has no law enforcement.","38min40sec"
"1664","BIDEN","That’s not true.","38min45sec"
"1667","TRUMP","He has almost nothing. Oh, really, who do you have name one group that supports you name one group that came out and supported you. Go ahead. Think we have time.","38min45sec"
"1670","BIDEN","We don’t have time to do anything.","38min54sec"
"1673","TRUMP","No, no think right now. Name one law enforcement group that came out in support of you.","38min55sec"
"1676","WALLACE","Now, gentleman. I think I’m going to tell I’m going to take back the bottom line.","39min00sec"
"1679","TRUMP","There aren’t any.","39min03sec"
"1682","WALLACE","And I want to get to another subject, which is the issue of protests in many cities that have turned violent in Portland, Oregon, especially we had more than a 100 straight days of protests, which I think you would agree, you talk about peaceful protests. Many of those turned into riots. Mr. Vice-president you say that people who commit crimes should be held accountable. The question I have though is as the democratic nominee, and earlier tonight, you said that you are the Democratic Party right now, have you ever called the Democratic Mayor of Portland or the Democratic Governor of Oregon and said, “Hey, you got to stop this, bring in the National Guard, do whatever it takes, but you’d stop the days and months of violence in Portland.”","39min04sec"
"1685","BIDEN","I don’t hold public office. Now I am a former vice president. I’ve made it clear. I’ve made it clear in my public statements that the violence should be prosecuted. It should be prosecuted and anyone who committed it should be prosecuted.","39min50sec"
"1688","WALLACE","But you’ve never called for the people…","40min02sec"
"1691","TRUMP","He’s never done that.","40min02sec"
"1694","WALLACE","Excuse me, sir. You had never called for the leaders in Portland and in Oregon to call and bring in the National Guard and knock off a 100 days of riots.","40min02sec"
"1697","BIDEN","They can in fact take care of it if he just stay out of the way.","40min15sec"
"1700","TRUMP","Oh really? I sent in the US Marshalls to get the killer of a young man in the middle of the street and they shot him for three days Portland didn’t do anything. I sent in the US Marshals they took care of business.","40min19sec"
"1703","WALLACE","Go ahead sir.","40min33sec"
"1706","BIDEN","And by the way his own former spokesperson said, “Riots and chaos and violence help he cause.” That’s what this is all about.","40min34sec"
"1709","TRUMP","I don’t know who said that.","40min43sec"
"1712","BIDEN","I do.","40min44sec"
"1715","TRUMP","Who?","40min45sec"
"1718","BIDEN","I think Kellyanne Conway.","40min46sec"
"1721","TRUMP","I don’t think she said that.","40min48sec"
"1724","BIDEN","She said that.","40min48sec"
"1727","TRUMP","I don’t think so.","40min49sec"
"1730","BIDEN","Here’s the point, the point is that that’s why he keeps trying to rile everything up. He doesn’t want to calm things down instead of going in and talking to people and saying, “Let’s get everybody together. Figure out how to deal with this.” What’s he do? He just pours gasoline in the fire constantly and every single solitary time.","40min50sec"
"1733","WALLACE","Okay. And to end this, button up this segment I’m going to give you a minute to answer, sir. You have repeatedly criticized…","41min10sec"
"1736","TRUMP","Does it mean I have to answer his stuff.","41min16sec"
"1739","WALLACE","You have repeatedly…","41min17sec"
"1742","TRUMP","Wait a second, you have made a statement.","41min18sec"
"1745","WALLACE","You’ve been talking back and forth. I’m asking you.","41min19sec"
"1748","TRUMP","I would love to end it.","41min22sec"
"1751","WALLACE","You know sir if you want to switch seats we could very quickly can do that.","41min24sec"
"1754","TRUMP","I’ll send in the National Guard, it would be over. That’d be no problem. But I don’t want to accept the National Guard.","41min28sec"
"1757","WALLACE","You have repeatedly criticized the vice president for not specifically calling out Antifa and other left wing extremist groups. But are you willing tonight to condemn white supremacists and militia group and to say that they need to stand down and not add to the violence in a number of these cities as we saw in Kenosha and as we’ve seen in Portland.","41min33sec"
"1760","TRUMP","Sure, I’m will to do that.","41min57sec"
"1763","WALLACE","Are you prepared specifically to do it.","41min59sec"
"1766","TRUMP","I would say almost everything I see is from the left wing not from the right wing.","42min00sec"
"1769","WALLACE","But what are you saying?","42min04sec"
"1772","TRUMP","I’m willing to do anything. I want to see peace.","42min06sec"
"1775","WALLACE","Well, do it, sir.","42min08sec"
"1778","BIDEN","Say it, do it say it.","42min09sec"
"1781","TRUMP","What do you want to call them? Give me a name, give me a name, go ahead who do you want me to condemn.","42min10sec"
"1784","WALLACE","White supremacist and right-wing militia.","42min14sec"
"1787","TRUMP","Proud Boys, stand back and stand by. But I’ll tell you what somebody’s got to do something about Antifa and the left because this is not a right wing problem this is a left wing.","42min18sec"
"1790","BIDEN","He’s own FBI Director said unlike white supremacist, Antifa is an idea not an organization-","42min28sec"
"1793","TRUMP","Oh you got to be kidding me.","42min35sec"
"1796","BIDEN","… not a militia. That’s what his FBI Director said.","42min36sec"
"1799","TRUMP","Well, then you know what, he’s wrong.","42min41sec"
"1802","WALLACE","We’re done, sir. Moving onto the next… [crosstalk 00:42:46]","42min42sec"
"1805","TRUMP","Antifa is bad.","42min46sec"
"1808","BIDEN","Every body in your administration tells you the true, it’s a bad idea. You have no idea about anything.","42min47sec"
"1811","TRUMP","You know what, Antifa is a dangerous radical group.","42min53sec"
"1814","WALLACE","All right, gentlemen we’re now moving onto the Trump-Biden record.","42min56sec"
"1817","TRUMP","And you ought to be careful of them, they’ll over throw you.","42min58sec"
"1820","WALLACE","I’m going to ask a question. When the president seeks a second term, it is generally a referendum on his record but vice president Biden, you’d like to quote one of your dad’s sayings, which is don’t compare me to the almighty, compare me to the alternative. And in this case sir you are the alternative. Looking at both of your records, I’m going to ask each of you. Why should voters elect you president over your opponent in this segment, President Trump you’ll go first, two minutes.","43min00sec"
"1823","TRUMP","Because there is never been an administration or president who has done more than I’ve done in a period of three and a half years. And that’s despite the impeachment hoax and you so what happened today with Hillary Clinton, where it was a whole big con job. But despite going through all of these things where I had a fight, both flanks and behind me and above there has never been an administration that’s done what I’ve done. The greatest, before COVID came in the greatest economy in history, lowest unemployment numbers, everything was good. Everything was going.","43min30sec"
"1826","TRUMP","And by the way, there was unity going to happen. People were calling me for the first time in years, they were calling and they were saying it’s time maybe and then what happened? We got hit. But now we’re building it back up again. A rebuilding of the military, including Space Force and all of the other things. A fixing of the VA which was a mess under him, 308,000 people died because they didn’t have proper health care. It was a mess. And we now got a 91% approval rating at the VA, our vets. We take care of our vets. But we’ve rebuilt our military. And I’ll tell you something, some people say maybe the most important by the end of the first term I’ll have approximately 300 Federal judges and Court of Appeals judges, 300 and hopefully three great Supreme Court judges, justices that is a record the likes of which very few people and one of the reasons I’ll have so many judges because President Obama and him left me 128 judges to fill.","44min03sec"
"1829","TRUMP","When you leave office, you don’t leave any judges. That’s like, you just don’t do that. They left 128 openings and if I were a member of his party, because they have a little different philosophy, I’d say, if you left us 128 openings you can’t be a good president. You can’t be a good vice president but I want to thank you because it gives us almost, it’ll probably be above that number. By the end of this term, 300 judges. It’s a record.","45min05sec"
"1832","WALLACE","Looking at both of your records. Why should voters elect you President as opposed to president Trump, you have two minutes uninterrupted.","45min34sec"
"1835","BIDEN","Under this president, we become weaker, sicker, poor, more divided and more violent. When I was vice president, we inherited a recession. I was asked to fix it. I did. We left him a booming economy and he caused the recession. With regard to being weaker, the fact is that I’ve gone head to head with Putin and made it clear to him we’re not going to take any of his stuff. He’s Putin’s puppy. He still refuses to even say anything to Putin about the bounty on the heads of American soldiers.","45min42sec"
"1838","TRUMP","You son got three and a half million dollars.","46min14sec"
"1841","BIDEN","By the way, my son…","46min17sec"
"1844","WALLACE","Wait a minute. Mr. President, your campaign agreed to both sides would get two minute answers, uninterrupted. Well, you’re a side agreed to it and why don’t you observe what your campaign agreed to as a ground rule. Okay, sir?","46min19sec"
"1847","BIDEN","He never keeps his word.","46min33sec"
"1850","WALLACE","No, that was a rhetorical question.","46min34sec"
"1853","BIDEN","Can you get back 30 seconds?","46min37sec"
"1856","WALLACE","Yes. You may have, go ahead.","46min39sec"
"1859","BIDEN","So thirdly, we’re poor. The billionaires have gotten much more wealthy by a tune of over $3- $400 billion more just since COVID. You in the home, you got less you’re in more trouble than you were before. In terms of being more violent. When we were in office there were 15% less violence in America than there is today. He’s President United States. It’s on his watch. And with regard to more divided the nation, it can’t stay divided. We can’t be this way. And speaking of my son, the way you talk about the military, the way you talk about them being losers and being and just being suckers. My son was in Iraq. He spent a year there. He got the Brown Star. He got the Conspicuous Service Medal. He was not a loser. He was a Patriot and the people left behind there were heroes.","46min42sec"
"1862","TRUMP","Really?","47min39sec"
"1865","BIDEN","And I resent-","47min39sec"
"1868","TRUMP","Are you talking Hunter, are you talking about Hunter.","47min40sec"
"1871","BIDEN","I’m talking about my son, Beau Biden, you’re talking about Hunter?","47min42sec"
"1874","TRUMP","I don’t know Beau. I know Hunter. Hunter got thrown out of the military. He was thrown out dishonorably discharged.","47min44sec"
"1877","BIDEN","That’s not true he was not dishonorably discharged.","47min51sec"
"1880","TRUMP","For cocaine use. And he didn’t have a job until you became vice president.","47min53sec"
"1883","BIDEN","None of that is true.","47min56sec"
"1886","TRUMP","Once you became vice president he made a fortune in Ukraine, in China, in Moscow and various other places.","47min56sec"
"1889","BIDEN","That is not true.","48min01sec"
"1892","TRUMP","He made a fortune and he didn’t have a job.","48min04sec"
"1895","BIDEN","My son like a lot of people at home had a drug problem. He’s overtaking it. He’s fixed it. He’s worked on it. And I’m proud of him, I’m proud of my son.","48min07sec"
"1898","TRUMP","But why was he given tens of millions of dollars?","48min17sec"
"1901","BIDEN","He wasn’t given tens of millions of dollars. [crosstalk 00:48:23] It was all discredited.","48min19sec"
"1904","WALLACE","We’ve already been through this. I think the American people would rather hear about more substantial subjects. Well, as the moderator, sir, I’m going to make a judgment call here.","48min27sec"
"1907","TRUMP","I know but when somebody gets three and a half million dollars from the Mayor of Moscow.","48min35sec"
"1910","BIDEN","That is not true. That report is totally discredited.","48min39sec"
"1913","TRUMP","Why did he get it?","48min43sec"
"1916","BIDEN","Mitt Romney on that committee said it wasn’t worth taxpayer’s money. That report was written for political reason.","48min45sec"
"1919","WALLACE","I’d like to talk about climate change.","48min50sec"
"1922","BIDEN","So would I.","48min52sec"
"1925","WALLACE","Okay. The forest fires in the West are raging now. They have burned millions of acres. They have displaced hundreds of thousands of people. When state officials there blamed the fires on climate change. Mr. President, you said, I don’t think the science knows. Over your four years, you have pulled the US out of the Paris Climate Accord. You have rolled back a number of Obama Environmental records, what do you believe about the science of climate change and what will you do in the next four years to confront it?","48min53sec"
"1928","TRUMP","I want crystal clean water and air. I want beautiful clean air. We have now the lowest carbon… If you look at our numbers right now, we are doing phenomenally. But I haven’t destroyed our businesses. Our businesses aren’t put out of commission. If you look at the Paris Accord, it was a disaster from our standpoint. And people are actually very happy about what’s going on because our businesses are doing well. As far as the fires are concerned, you need forest management. In addition to everything else, the forest floors are loaded up with trees, dead trees that are years old and they’re like tinder and leaves and everything else. You drop a cigarette in there the whole forest burns down. You’ve got to have forest management.","49min27sec"
"1931","WALLACE","What do you believe about the science of climate change, sir?","50min09sec"
"1934","TRUMP","I believe that we have to do everything we can to have immaculate air immaculate water and do whatever else we can that’s good. We’re planting a billion trees, the Billion Tree Project and it’s very exciting for a lot of people.","50min13sec"
"1937","WALLACE","You believe that human pollution, gas, greenhouse gas emissions contributes to the global warming of this planet.","50min25sec"
"1940","TRUMP","I think a lot of things do, but I think to an extent, yes. I think to an extent, yes, but I also think we have to do better management of our forest. Every year I get the call. California’s burning, California’s burning. If that was cleaned, if that were, if you had forest management, good forest management, you wouldn’t be getting those calls. In Europe, they live they’re forest cities. They call forest cities. They maintain their forest. They manage their forest. I was with the head of a major country, it’s a forest city. He said, “Sir, we have trees that are far more, they ignite much easier than California. There shouldn’t be that problem.” I spoke with the Governor about it. I’m getting along very well with the governor. But I said, “At some point you can’t every year have hundreds of thousands of acres of land just burned to the ground.” That’s burning down because of a lack of management.","50min32sec"
"1943","WALLACE","But sir if you believe in the science of climate change, why have you rolled back the Obama Clean Power Plan which limited carbon emissions and power plants? Why have you relaxed…?","51min25sec"
"1946","TRUMP","Because it was driving energy prices through the sky.","51min35sec"
"1949","BIDEN","Why have you relaxed fuel economy standards that are going to create more pollution from cars and trucks?","51min38sec"
"1952","TRUMP","Well, not really because what’s happening is the car is much less expensive and it’s a much safer car and you talk it about a tiny difference. And then what would happen because of the cost of the car you would have at least double and triple the number of cars purchased. We have the old slugs out there that are 10, 12 years old. If you did that, the car would be safer. It would be much cheaper by $3,500.","51min44sec"
"1955","WALLACE","But in the case of California they have simply ignored that.","52min06sec"
"1958","TRUMP","No, but you would take a lot of cars off the market because people would be able to afford a car. Now, by the way, we’re going to see how that turns out. But a lot of people agree with me, many people. The car has gotten so expensive because they have computers all over the place for an extra little bit of gasoline. And I’m okay with electric cars too. I think I’m all for electric cars. I’ve given big incentives for electric cars but what they’ve done in California is just crazy.","52min08sec"
"1961","WALLACE","All right, Vice president Biden. I’d like you to respond to the president’s climate change record but I also want to ask you about a concern. You propose $2 trillion in green jobs. You talk about new limits, not abolishing, but new limits on fracking. Ending the use of fossil fuels to generate electricity by 2035 and zero none admission of greenhouse gases by 2050. The president says a lot of these things would tank the economy and cost millions of jobs.","52min34sec"
"1964","BIDEN","He’s absolutely wrong, number one. Number two, if in fact, during our administration in the recovery act, I was in charge able to bring down the cost of renewable energy to cheaper than are as cheap as coal and gas and oil. Nobody’s going to build another coal fired plant in America. No one’s going to build another oil fire plant in America. They’re going to move to renewable energy. Number one, number two, we’re going to make sure that we are able to take the federal fleet and turn it into a fleet that’s run on their electric vehicles. Making sure that we can do that, we’re going to put 500,000 charging stations in all of the highways that we’re going to be building in the future. We’re going to build a economy that in fact is going to provide for the ability of us to take 4 million buildings and make sure that they in fact are weatherized in a way that in fact will they’ll emit significantly less gas and oil because the heat will not be going out. There’s so many things that we can do…","53min03sec"
"1967","BIDEN","Gas and oil because the heat will not be going out. There’s so many things that we can do now to create thousands and thousands of jobs. We can get to net zero, in terms of energy production, by 2035. Not only not costing people jobs, creating jobs, creating millions of good-paying jobs. Not 15 bucks an hour, but prevailing wage, by having a new infrastructure that in fact, is green. And the first thing I will do, I will rejoin the Paris Accord. I will join the Paris Accord because with us out of it, look what’s happening. It’s all falling apart. And talk about someone who has no relationship with foreign policy. The rainforests of Brazil are being torn down, are being ripped down. More carbon is absorbed in that rainforest than every bit of carbon that’s emitted in the United States. Instead of doing something about that, I would be gathering up and making sure we had the countries of the world coming up with $20 billion, and say, “Here’s $20 billion. Stop tearing down the forest. And If you don’t, then you’re going to have significant economic consequences.”","54min03sec"
"1970","WALLACE","What about the argument that President Trump basically says, that you have to balance environmental interests and economic interests? And he’s drawn his line.","55min11sec"
"1973","BIDEN","Well, he hasn’t drawn a line. He wants to make sure that methane’s not a problem. You can now emit more methane without it being a problem. Methane. This is a guy who says that you don’t have to have mileage standards for automobiles that exist now. This is the guy who says that, the fact that-","55min21sec"
"1976","TRUMP","Not true. Not true-","55min39sec"
"1979","BIDEN","It’s all true. And here’s the deal-","55min40sec"
"1982","TRUMP","He’s talking about the Green New Deal. And it’s not 2 billion [crosstalk 00:55:45] or 20 billion, as you said [crosstalk 00:55:46]. It’s $100 trillion.","55min42sec"
"1985","BIDEN","I’m talking about the Biden plan [crosstalk 00:55:51]-","55min49sec"
"1988","WALLACE","Let him go for a minute, and then you can go.","55min50sec"
"1991","TRUMP","And rebuild the building.","55min52sec"
"1994","BIDEN","No.","55min53sec"
"1997","TRUMP","It’s the dumbest-","55min53sec"
"2000","BIDEN","That is not-","55min54sec"
"2003","TRUMP","… most ridiculous [crosstalk 00:55:56] where two car systems are out-","55min54sec"
"2006","BIDEN","Not true-","55min59sec"
"2009","TRUMP","… where they want to take out the cows too.","56min00sec"
"2012","BIDEN","Not true.","56min01sec"
"2015","TRUMP","That’s not true either, right?","56min01sec"
"2018","BIDEN","Not true.","56min03sec"
"2021","TRUMP","This is a 100 trillion-","56min04sec"
"2024","BIDEN","Simply… Look-","56min06sec"
"2027","TRUMP","That’s more money than our country could make in 100 years [crosstalk 00:02:10]-","56min06sec"
"2030","BIDEN","That is simply not the case-","56min09sec"
"2033","WALLACE","All right. Let me [crosstalk 00:02:12]. Wait a minute, sir. I actually have studied your plan, and it includes upgrading 4 million buildings, weatherizing 2 million homes over four years, building one and a half million energy efficient homes. So the question becomes, the president is saying, I think some people who support the president would say, that sounds like it’s going to cost a lot of money and hurt the economy.","56min14sec"
"2036","BIDEN","What it’s going to do, it’s going to create thousands and millions of jobs. Good paying jobs [crosstalk 00:02:41].","56min38sec"
"2039","WALLACE","Let him finish, sir.","56min42sec"
"2042","BIDEN","He doesn’t know how to do that-","56min43sec"
"2045","TRUMP","100 million dollars.","56min45sec"
"2048","BIDEN","The fact is, it’s going to create millions of good paying jobs, and these tax incentives for people to weatherize, which he wants to get rid of. It’s going to make the economy much safer. Look how much we’re paying now to deal with the hurricanes, deal with… By the way, he has an answer for hurricanes. He said, maybe we should drop a nuclear weapon on them, and they may-","56min46sec"
"2051","TRUMP","I never said that at all-","57min05sec"
"2054","BIDEN","Yeah, he did say that-","57min06sec"
"2057","TRUMP","They made it up.","57min06sec"
"2060","BIDEN","And here’s the deal-","57min08sec"
"2063","TRUMP","You make up a lot-","57min09sec"
"2066","BIDEN","… we’re going to be in a position where we can create hard, hard, good jobs by making sure the environment is clean, and we all are in better shape. We spend billions of dollars now, billions of dollars, on floods, hurricanes, rising seas. We’re in real trouble. Look what’s happened just in the Midwest with these storms that come through and wipe out entire sections and counties in Iowa. They didn’t happen before. They’re because of global warming. We make up 15% of the world’s problem. But the rest of the world, we’ve got to get them to come along. That’s why we have to get back into the Paris Accord.","57min10sec"
"2069","WALLACE","All right, gentlemen-","57min52sec"
"2072","TRUMP","Wait a minute, Chris. So why didn’t he do it for 47 years? You were vice president-","57min52sec"
"2075","BIDEN","For 47-","57min56sec"
"2078","TRUMP","So why didn’t you get the world… China sends up real dirt into the air. Russia does. India does. They all do. We’re supposed to be good. And by the way, he made a couple of statements. The Green New Deal is a hundred trillion dollars.","57min56sec"
"2081","BIDEN","That is not my plan [crosstalk 00:58:10]. The Green New Deal [crosstalk 00:58:14] is not my plan. [crosstalk 00:58:15]-","58min08sec"
"2084","WALLACE","Gentlemen-","58min15sec"
"2087","TRUMP","He made a statement about the military. He said I said something about the military. He and his friends made it up, and then they went with it. I never said it.","58min16sec"
"2090","WALLACE","Okay. [crosstalk 00:58:24] Mr. Vice President-","58min23sec"
"2093","TRUMP","He called the military stupid bastards.","58min28sec"
"2096","BIDEN","I did not say that-","58min28sec"
"2099","TRUMP","He said it on tape. [crosstalk 00:58:32]-","58min31sec"
"2102","WALLACE","Please, sir. [crosstalk 00:58:33] Stop.","58min31sec"
"2105","TRUMP","I would never say that [crosstalk 00:58:35]-","58min34sec"
"2108","BIDEN","Play it. Play it-","58min35sec"
"2111","WALLACE","Stop. Go ahead-","58min36sec"
"2114","TRUMP","You’re on tape-","58min37sec"
"2117","WALLACE","Mr. Vice President answered his final question.","58min38sec"
"2120","BIDEN","The final question is, I can’t remember which of all his rantings [crosstalk 00:04:44].","58min41sec"
"2123","WALLACE","I’m having a little trouble myself, but…","58min44sec"
"2126","BIDEN","Yeah.","58min47sec"
"2129","WALLACE","And about the economy and about this question of what it’s going to cost.","58min48sec"
"2132","BIDEN","The economy-","58min52sec"
"2135","WALLACE","The Green New Deal and the idea of what your environmental changes will do-","58min53sec"
"2138","BIDEN","The Green New Deal will pay for itself as we move forward. We’re not going to build plants that, in fact, are great polluting plants-","58min57sec"
"2141","WALLACE","So, do you support the Green New Deal?","59min05sec"
"2144","BIDEN","Pardon me?","59min07sec"
"2147","WALLACE","Do you support the-","59min08sec"
"2150","BIDEN","No, I don’t support the Green New Deal.","59min08sec"
"2153","TRUMP","Oh, you don’t? Oh, well, that’s a big statement.","59min10sec"
"2156","BIDEN","I support [crosstalk 00:05:13]-","59min12sec"
"2159","TRUMP","You just lost the radical left.","59min13sec"
"2162","BIDEN","I support [crosstalk 00:59:17] the Biden plan that I put forward.","59min15sec"
"2165","WALLACE","Okay.","59min19sec"
"2168","BIDEN","The Biden plan, which is different than what he calls the radical Green New Deal.","59min19sec"
"2171","WALLACE","All right, gentlemen, final segment, election integrity. As we meet tonight, millions of Americans are receiving mail-in ballots or going to vote early. How confident should we be that this will be a fair election, and what are you prepared to do over the next five plus weeks? Because it will not only be to election day, but also counting some mail-in ballots after election day. What are you prepared to do to reassure the American people that the next president will be the legitimate winner of this election. In this final segment, Mr. Vice President, you go first.","59min24sec"
"2174","BIDEN","Prepare to let people vote. They should go to iwillvote.com, decide how they’re going to vote, when they’re going to vote, and what means by which they’re going to vote. His own Homeland Security director, and as well as the FBI director, says that there is no evidence at all that mail-in ballots are a source of being manipulated and cheating. They said that. The fact is that there are going to be millions of people because of COVID that are going to be voting by mail-in ballots like he does, by the way. He sits behind the Resolute Desk and sends his ballot to Florida, number one. Number two, we’re going to make sure that those people who want to vote in person are able to vote because there are enough poll watchers are there to make sure they can socially distance. The polls are open on time, and the polls stay open until the votes are counted. And this is all about trying to dissuade people from voting because he’s trying to scare people into thinking that it’s not going to be legitimate.","01hour00min02sec"
"2177","BIDEN","Show up and vote. You will determine the outcome of this election. Vote, vote, vote. If you’re able to vote early in your state, vote early. If you’re able to vote in person, vote in person. Vote whatever way is the best way for you, because you will… He cannot stop you from being able to determine the outcome of this election. And in terms of whether or not… When the votes are counted and they’re all counted, that will be accepted. If I win, that will be accepted. If I lose, that’ll be accepted. But by the way, if in fact he says, he’s not sure what he’s going to accept. Well, let me tell you something, it doesn’t matter, because if we get the votes, it’s going to be all over. He’s going to go. He can’t stay in power. It won’t happen. It won’t happen, so vote. Just make sure you understand, you have it in your control to determine what this country is going to look like the next four years. Is it going to change, or are you going to get four more years of these lies?","01hour00min55sec"
"2180","WALLACE","Mr. President, two minutes.","01hour01min52sec"
